text,user_location,target
#blacklivesmatter #BLM Has Toddlers Marching with F**K  https://t.co/thkbjSbKUl  #COVID19 #coronavirus #pandemic… https://t.co/JuKPl8h0rI,"Earth, USA",2
@USATODAY If we didn’t have #COVID19 https://t.co/SwgLw0wmEh,United States,2
"If Covid 19 was the NFL, America would be the 2008 Detroit Lions. 

 #COVID19 #CovidHoax #NFL #Biden2020 #TrumpVirus","Venice, California, USA",2
"#COVID-19 infection in children—here's what we know:

One robust study of nearly 65K kids in South Korea showed tha… https://t.co/8BqzQ6H0y7",United States,1
8-year-old Florida Keys boy hospitalized with illness caused by COVID | #covid19 | #kids | #childern https://t.co/F9uL83JVsa,United States,0
"#Coronavirus in #Norway: There is a total of 9,092 confirmed cases of #COVID19.","Florida, USA",2
"WAKE UP... According to @TheDemocrats this is ok... BUT.... Mom &amp; Pop shops &amp; restaurants, churches, schools can’t… https://t.co/PYSlo81DIm",United States,2
"I guess #Coronavirus isn't a thing in #Portland 🤔

They have be protesting and rioting for about 60 days straight.… https://t.co/uhSJC7leMh","Florida, USA",0
So many stories of our auto industry stepping up to support and innovate for healthcare. @Automotive_News has been… https://t.co/gpUVm3Kodk,"Detroit, Michigan USA",1
Wear Your Mask! Reusable Washable Anti Air Pollution PM2.5 Face Mask Mouth Masks Protective https://t.co/oPuVePgXyJ… https://t.co/UjvcpiqDik,"New York, USA",0
Supreme Court rejects Nevada church plea to allow larger congregation #COVID19 #SaveTheChildren https://t.co/SYwKactq0f,"Michigan, USA",1
@Rainmom91 @DC_Draino If the damn masks worked covid would be behind us. They've mandated masks in CA over a month… https://t.co/ENuZ4K40O3,USA,0
"@smalltownandrew @lilrghow1 Most of these #COVID19 numbers are fake, not surprised coming from the outlets of… https://t.co/Fv5P4rYnIN",United States of America,0
As someone now on the front lines I just want to tell you that not everyone has the same idea of “clean” or “saniti… https://t.co/KkO1jgeXjR,"Virginia, USA",1
A pestilence is sweeping our land. The gods are pissed. It's time to take this situation into our own hands with an… https://t.co/sHRNmZ6NiJ,"California, USA",0
"@realDonaldTrump Bounties on our troops
At least 1 phone call to Putin EVERY MONTH
Stormtroopers in our cities
@GOP… https://t.co/6XoeDB4OBM","Pennsylvania, USA",2
"South Korea reports case spike, US states tighten controls
#Europe
#China
#Infections
#Britain
#CDC
#LatinAmerica… https://t.co/YcpOCxz2vU",North America,2
#COVID19 has really effected just about everything #MedicalMarijuana https://t.co/rggfNDxB6f,"Connecticut, USA",2
Raise your hand if you’re planning on voting against the loser who totally dropped the ball on #COVID19… https://t.co/Xu6HEIGFOk,United States,0
"Extra unemployment aid expires as virus threatens new states
#Congress
#StimulusCheck
#NancyPelosi
#MitchMcConnell… https://t.co/b33kcZhQGD",North America,0
Check out #WalkAwayFromDemocrats Democrats are tired of the #DefundThePolice and #BLMTerrorists and joining us… https://t.co/WXsXLVzRQ1,"California, USA",0
#Coronavirus in #Mauritius: There is a total of 344 confirmed cases of #COVID19.,"Florida, USA",2
Make this go viral. @GovAbbott #COVID19 #southtexas @fema #txlege #TexasCovid19 #Texas @texasdemocrats #hildago https://t.co/WnptEr6w3M,"Texas, USA",2
The term b.c. will have a whole new meaning. #COVID19,"Planet Earth, West Coast, USA",2
"Florida company adapts drones to sanitize stadiums, venues https://t.co/tCU4GYOFeQ #smjdrones #covid19 #sports #medical #innovation","Maryland, USA",2
"BUSINESS: Wall Street down after worldwide slide; gold at record high
#PhatzNewsRoom
#BusinessNews
#WallStreet… https://t.co/kjmbV2UYQb",North America,2
Zambia has recorded 472 new cases of COVID-19 in the last 24hrs. This is the highest daily record since the first t… https://t.co/CCjKduakbv,"Lusaka, Zambia",2
"To my reps: @RepJoshG @CoryBooker @BobMenendezNJ 

It’s practically August, we have the WORST F’N #COVID19 response… https://t.co/ca2HxhmTwh","New Jersey, USA",0
"Thanks for Europe and the us media, spare no effort to promote Taiwan media, put us into a savage primitive RACES,… https://t.co/kLor0Q7Db6","New York, USA",1
cop masturbates in front of women https://t.co/4bxFHQXZdg  https://t.co/34dbgFgSIL OUR NEW COUNTRY IS GOING 2 B GRE… https://t.co/p7e0hzP0mV,"Texas, USA",2
"#COVID19  Bro, we are gonna get tested an i know Mine will be positive because I have a stuffy nose heavy chest/har… https://t.co/nXvaVcixWb",some place in Alaska (USA),1
Healthcare Marketing Matters Update: How Will You Manage the Hospital Patient Experience Post COVID-19? #hosptials… https://t.co/oS2kcAzvb7,"Global, USA, Chicago",1
"New Healthcare Marketing Matters blog post:  Hospitals Need to Rebuild Trust, Not Send Pre-Pandemic Marketing Messa… https://t.co/R4ulF0AeAm","Global, USA, Chicago",1
A new old man blog post: The Uncensored Guide to Surviving the SARS-CoV-2 Pandemic #pandemic #survivalguide… https://t.co/0ZAB7jYt4R,"Global, USA, Chicago",1
An old man blog update: Ten Sanity Saving Things to do During the Pandemic #tenthings #sanitysavers #bloggerstribe… https://t.co/4zygQBLkMw,"Global, USA, Chicago",2
A new Healthcare Marketing Matters post:  News Flash: SARS-CoV-2 has Changed Everything. Hospital Marketing Needs t… https://t.co/DtZaSRfMzv,"Global, USA, Chicago",1
A new old man bog update: There is no “New Normal.” It’s Called Social Conditioning.  #socialconditioning… https://t.co/xY7saak45H,"Global, USA, Chicago",0
"Healthcare Marketing Matters update: With the ""New Normal"" Courtesy of SARS-CoV2, What is Your Continuous Engagemen… https://t.co/m1RqTSKDcx","Global, USA, Chicago",1
Healthcare Marketing Matters blog post: Time for Marketing's Return to the Hospital Leadership Table #hospital… https://t.co/20melAeQ3J,"Global, USA, Chicago",1
Healthcare Marketing Matters Update: Where Are All The Patients? And How Do You Get Them Back?  #hospital #covid19… https://t.co/HfePUJo30r,"Global, USA, Chicago",1
"New Healthcare Marketing Matters post:  Lessons From The SARS-CoV-2 Pandemic, Are You Ready For A Chief Engagement… https://t.co/DdwwfNhBNo","Global, USA, Chicago",1
New Healthcare Marketing Matters Post:  How Are You Reengaging Patients Post COVID-19? #hospital #covid19… https://t.co/lkK8k1Bj8D,"Global, USA, Chicago",1
"Six key beliefs to guide your thinking about returning to school in the Fall from Heinemann author, Sarah M. Zerwin… https://t.co/Nn3BmT0nt1","Portsmouth, New Hampshire, USA",2
A new old man blog post: Ten Ways to Stay Safe During a SARS-CoV-2 (Coronavirus) Surge. And still Enjoy Going Out.… https://t.co/w4hNsvwtg9,"Global, USA, Chicago",1
A new  old man blog post:  My All-Time Favorite Movie List. What's On Your List?  ; #movies #favoriates #hollywood… https://t.co/oEAKbzjTWZ,"Global, USA, Chicago",1
"A new Healthcare Marketing Matters blog post:  ""Hey Siri, Alexa, I Think I May Be Coronavirus Sick. Who Should I Ca… https://t.co/tE0F8bZo2L","Global, USA, Chicago",0
"@naes666 Mother fvcker!!! 🤬🤬🤬🤬🤬

JFC I don’t know why I’m surprised.. I can’t believe it’s practically F’N AUGUST,… https://t.co/AAvpVIqRMr","New Jersey, USA",2
An old man blog update: Eight Ways To Make Wearing A Face Mask Fun.  #covid19 #facemasks #pandemic #covididiots… https://t.co/aJ1yxC6tNH,"Global, USA, Chicago",1
"LIVE BLOG: Airport association calls for non-discriminatory relief for members

https://t.co/Nue9ZfFujy via… https://t.co/5B4yI5HjQk","New York, USA",1
"Celebrating with Brother on his big day. Drive-thru High School graduation in the time of #COVID19, with friends &amp;… https://t.co/zcYIqu10am","Florida, USA",1
Biden to unveil $775 billion plan to fund universal child care and in-home elder care https://t.co/CK6fiOK3lq #covid19,United States,1
"#Coronavirus in #Latvia: There is a total of 1,205 confirmed cases of #COVID19.","Florida, USA",2
Now FREE on Kindle for a limited time only &amp; also available on Paperback at https://t.co/De474y3ake #SaturdayMood… https://t.co/ncwJrxfGka,United States,1
"WeeklyReviewer Quarantine Time Episode 1 - Black Lives Matter, Protests and Police Brutality

#AnimatedNews… https://t.co/gsSbOpTPh3",United States,0
Wheres the media? Arent they sll selfish for not socially distancing &amp; not wearing nasis #COVID19 https://t.co/xHEjxJKZTJ,N.E USA,1
"It's too dangerous to gow to my gym or my local bar, but it's totally safe for kids to go back to school.

#Arizona… https://t.co/YuZlIGaKt4",United States,1
McDonald’s and Chipotle announce mask policies for customers https://t.co/PHd0HacJjB  👈 click the link #plandemic… https://t.co/6nu7FZNSiX,"California, USA",2
#Morlecularbiology #Clininalreview #immunology Molecular Underpinnings of Severe #COVID19 &amp; What are the diagnostic… https://t.co/Bh9LmIpeLG,Iberoamericana,0
Wear Your Mask! Women Mens Kids 3d Funny Mouth Mark Cover Facemask Washable Hip Hop Party Magic… https://t.co/Q3r6mwfKfw,"New York, USA",1
"""DON'T DESTROY HISTORY"" Chicago Residents UPSET About Christopher Columb... https://t.co/nqasFjxudH via @YouTube… https://t.co/ioMG3K6vYu","Florida, USA",1
"A study suggested mothers are unlikely to infect the baby during childbirth, especially if the precautionary measur… https://t.co/5GXZNdLR0p",United States,2
"Analytics #managers have pivoted during the #COVID19 pandemic but now, they’re starting to reboot their predictive… https://t.co/z8e5noBjNF","Cambridge, MA, USA",2
Of course #Fauci threw the ball like this! It’s his job to make sure no one catches anything! #coronavirus #COVID19… https://t.co/53UtGQb4r3,United States,1
#MelGibson attacked by #COVID19  https://t.co/m2cjW4AKh8,"Maryland, USA",0
"Something happened since that 1st case. We got on top of it &amp; had days of no new cases. 

Until @DanielAndrewsMP ‘… https://t.co/Z0SXL3NP6P",Australia and USA,0
"#Coronavirus in #Italy: There is a total of 35,097 confirmed deaths from #COVID19.","Florida, USA",2
Remember moments like this? What are we doing? #COVID19 #coronavirus #SaturdayThoughts https://t.co/Q9RoJ2Fw53,United States,1
"#AnswerTo:

To anyone who has caught #COVID19, or knows someone who has, how bad are the #symptoms? 

by Kittie Ray… https://t.co/kZmh4O94SG",WA USA,0
@drdavidsamadi Could you please explain to @NYGovCuomo that #COVID19 can't tell the difference between chicken wings and a chicken breast?,United States,1
FIRS actually wrote that the new emphasis on stamp duty is to generate revenue to cover up for the declining oil re… https://t.co/8Gy5MMLAL2,"California, USA",2
"#COVID19 #chinaflu #CoronaVirusSA #kprc2 #TeacherSafetyIsEssential 
In the 19 county Houston area, MSA(8 million pe… https://t.co/ykAJDc6FKq",USA,2
"This aged well @NFL for thos who don't know, he opted out of his contract to remain on the frontline at his medical… https://t.co/l9RPGvEvzg",United States,1
"I would say #2020 is the worst year ever, but personally they’ve all sucked #COVID19 #BlackLivesMattters #CancelCulture","Alabama, USA",0
One caveat: It was BY November '19 that Trump &amp; his admin first KNEW of the deadliness of a pandemic in and around… https://t.co/3m88oPnpej,United States,2
"Your #Coronavirus Update - Today - July 25, 2020 - what you need to know in #RhodeIsland... 

https://t.co/qcdjZQj20l  #Covid19","Rhode Island, USA",2
"COVID-19 and schools: @realDonaldTrump  pushes teachers like me into danger - https://t.co/xbfW3zF1CQ

So....when w… https://t.co/fs9Yqh9KF8",USA - DC,0
"Associated Press FACT CHECK: 
✅ Trump's alternate reality on #COVID19 threat.
https://t.co/MAt8Zni21Q",USA and Global,0
"UPDATED: RI Nursing Home/Group Home Data - ONE Nursing Home with significant outbreak - TWO others...

#RhodeIsland… https://t.co/tDV10B1FZ3","Rhode Island, USA",1
Lemon and Cuomo poke fun at Dr. Fauci's pitch at baseball game https://t.co/Q5QcvltjmS  👈 click the link #plandemic… https://t.co/4tz482ZNIo,"California, USA",1
"The not-so-rosy #news on #CoronaVirus #vaccine hopes, for many reasons… #COVID #COVID19 #CoronaVaccine… https://t.co/yFlamdyWOP","Washington, USA",1
"ALARM  1918 flu vs #covid19 
VOTE Joe BIDEN NOV 3RD TO
 SAVE AMERICA 🇺🇸 🌊🌊🌊
Vote blue local state and federal 💙… https://t.co/u4LRYyJUvY","Florida, USA",0
Hey guys it would be a lot out appreciation if you guys support my channel 🤘🏾✨⛈ IM just trying to grind and not so… https://t.co/NarprNcmTh,"Pennsylvania, USA",1
"#coronavirus now at 16 Million.
#COVID_19 Global Statistical Updates  https://t.co/GqQ9vmdpGv 
232 Regions reported… https://t.co/nDiOhv0hLY","Toronto ON CA, - Syria, Iraq, Turkey, Ghana, Philippines, France, USA, Colombia, ... and more",2
"However much you do or not know about #ClimateAction, come and join the #ActNow campaign to get informed and become… https://t.co/SunAnUZnuU","New York, NY, USA",1
"@CNN Do you agree with stopping in person church services?

Follow me 📈 @polls_unbiased 🏆
Please 💭 retweet and ♥️ l… https://t.co/BvKoKMzhUn",United States,1
@deniswirtz Thanks but what if the US embassies are closed for #COVID19 the hurdle still exists- unless the univers… https://t.co/EeAfrRoRnf,"Baltimore, MD • USA",1
"This is our school's reopening plan, collection of resources, and timeline of learning from Spring #remotelearning.… https://t.co/4pnOzdWpSc",USA,2
"Children may be more likely to contract, spread COVID-19 than previously thought | #covid19 | #kids | #childern https://t.co/Yerh3IpybY",United States,2
"#COVID19 is a game changer. Parents will get their kids sick, they then will make other kids at school sick and ine… https://t.co/Do9EG2JExE","Las Vegas, NV USA",0
"#BREAKING: Twitter family, it looks like we may have to bankrupt Sinclair since they are trying to endanger America… https://t.co/SwIGs0Cza3",United States,0
Dr. Birx discusses Indiana's COVID-19 response https://t.co/L3z4YlAZ0Q via @YouTube #Birx #Indiana #COVID19… https://t.co/WeDsoi0HlT,United States,2
I have No Doubt this #COVID19 was concocted in a 🧪 by those who make #vaccines and used the #flu as the #Plandemic… https://t.co/M9QO3551BY,"Florida, USA",0
@DailyCaller I understand peaceful protest but seeing these crowds during #COVID19 concern me. Obviously they are n… https://t.co/TnIT7RnYvb,United States,1
"#SaturdayThoughts
Life Will Begin To Take The Shape When You Give As Much Energy To Your Dreams As You Do To Your F… https://t.co/LifFZBvCKY","California, United States",1
"@CNN Should Trump be sending police or medical aid to American Cities?

Follow me 📈 @polls_unbiased 🏆
Please 💭 retw… https://t.co/FbpnIBDB4G",United States,1
